Asperger综合征	zhengzhuang/aspergerzhz/
胆囊壁纤维化	zhengzhuang/dnbxwh/
胆囊触痛征	zhengzhuang/dnctz/
胆囊的超敏反应	zhengzhuang/dndcmfy/
胆囊积脓	zhengzhuang/dnjn/
胆囊积水	zhengzhuang/dnjs/
胆囊结石	zhengzhuang/dnjs_607/
胆囊收缩功能不良	zhengzhuang/dnssgnbl/
胆囊体积缩小	zhengzhuang/dntjsx/
胆囊运动障碍	zhengzhuang/dnydza/
胆囊增大	zhengzhuang/dnzd/
胆心综合征	zhengzhuang/dxzhz/
胆汁返流	zhengzhuang/dzfl/
胆汁排泄受阻	zhengzhuang/dzpxsz/
胆汁性肝硬化	zhengzhuang/dzxgyh/
胆汁淤滞	zhengzhuang/dzyz/
胆汁潴留	zhengzhuang/dzzl/
胆总管结石	zhengzhuang/dzgjs/
蛋氨酸吸收不良综合征	zhengzhuang/dasxsblzhz/
蛋白尿	zhengzhuang/dbn/
氮负平衡	zhengzhuang/dfph/
氮质血症	zhengzhuang/dzxz/
导水管周围受损	zhengzhuang/dsgzwss/
倒地笑	zhengzhuang/ddx/
倒睫	zhengzhuang/dj/
盗汗	zhengzhuang/dh_626/
等渗尿	zhengzhuang/dsn/
低补体血症	zhengzhuang/dbtxz/
低蛋白血症	zhengzhuang/ddbxz/
低分子蛋白尿	zhengzhuang/dfzdbn/
低钙血症	zhengzhuang/dgxz/
低枸橼酸尿	zhengzhuang/dgysn/
低钾血症	zhengzhuang/djxz/
低磷血症	zhengzhuang/dlxz/
低颅压综合征	zhengzhuang/dlyzhz/
低氯性碱中毒	zhengzhuang/dlxjzd/
低镁血症	zhengzhuang/dmxz/
低钠血症	zhengzhuang/dnxz/
低热	zhengzhuang/dr/
低热消疲	zhengzhuang/drxp/
低射血分数	zhengzhuang/dsxfs/
低位小肠梗阻	zhengzhuang/dwxcgz/
低位腰痛	zhengzhuang/dwyt/
低温性昏迷	zhengzhuang/dwxhm/
低血钾	zhengzhuang/dxj/
低血磷	zhengzhuang/dxl/
低血容量休克	zhengzhuang/dxrlxk/
低血糖惊厥	zhengzhuang/dxtjj/
低血糖性低温症	zhengzhuang/dxtxdwz/
低血糖性昏迷	zhengzhuang/dxtxhm/
低血糖症	zhengzhuang/dxtz/
低血压	zhengzhuang/dxy/
低氧血症	zhengzhuang/dyxz/
滴状角膜	zhengzhuang/dzjm/
骶部可有皮赘，形成尾巴	zhengzhuang/dbkypz_xcwb/
骶骨处持续性疼痛	zhengzhuang/dgccxxtt/
骶骨发育不良	zhengzhuang/dgfybl/
骶骨裂	zhengzhuang/dgl/
骶骨囊肿	zhengzhuang/dgnz/
骶髂部剧烈疼痛	zhengzhuang/dqbjltt/
骶髂关节疼痛	zhengzhuang/dqgjtt/
骶尾部窦道形成	zhengzhuang/dwbddxc/
骶尾部急性脓肿	zhengzhuang/dwbjxnz/
骶尾椎融合	zhengzhuang/dwzrh/
骶椎腰化	zhengzhuang/dzyh/
地图样骨缺损	zhengzhuang/dtygqs/
第1跖趾关节疼痛和肿大	zhengzhuang/d1zzgjtthzd/
第２肋软骨痛	zhengzhuang/d_lrgt/
第3腰椎横突的深部有明显压痛	zhengzhuang/d3yzhtdsbymxyt/
第5指短小弯曲	zhengzhuang/d5zdxwq/
第二性征改变	zhengzhuang/dexzgb/
第三心音奔马律	zhengzhuang/dsxybml/
第一心音亢进	zhengzhuang/dyxykj/
癫痫伴发的神经症	zhengzhuang/dxbfdsjz/
癫痫的单纯部分性发作	zhengzhuang/dxddcbfxfz/
癫痫的复杂部分性发作	zhengzhuang/dxdfzbfxfz/
癫痫的全身强直-阵挛发作	zhengzhuang/dxdqsqz_zlfz/
癫痫的失神发作	zhengzhuang/dxdssfz/
癫痫的植物神经性发作	zhengzhuang/dxdzwsjxfz/
癫痫和癫痫样发作	zhengzhuang/dxhdxyfz/
癫痫性人格改变	zhengzhuang/dxxrggb/
癫痫性头痛	zhengzhuang/dxxtt/
点头征	zhengzhuang/dtz/
点状出血	zhengzhuang/dzcx/
点状痤疮	zhengzhuang/dzcc/
碘甲亢	zhengzhuang/djk/
电击样剧痛	zhengzhuang/djyjt/
电击样痛或刺痛的头痛	zhengzhuang/djythctdtt/
电机械分离现象	zhengzhuang/djxflxx/
电生理异常	zhengzhuang/dslyc/
淀粉样变性	zhengzhuang/dfybx/
淀粉样蛋白沉积	zhengzhuang/dfydbcj/
跌倒发作	zhengzhuang/ddfz/
蝶鞍变形	zhengzhuang/dabx/
蝶鞍空泡	zhengzhuang/dakp/
蝶形骨折	zhengzhuang/dxgz/
定位神经体征	zhengzhuang/dwsjtz/
定位体征	zhengzhuang/dwtz/
定向力障碍	zhengzhuang/dxlza/
冬春季的慢性咳嗽咳痰和喘息	zhengzhuang/dcjdmxkskthcx/
冬季皮肤瘙痒	zhengzhuang/djpfsy/
冬天脚冷	zhengzhuang/dtjl/
动静脉短路现象	zhengzhuang/djmdlxx/
动脉呈多处伸长扭曲状	zhengzhuang/dmcdcscnqz/
动脉出血	zhengzhuang/dmcx/
动脉导管未闭	zhengzhuang/dmdgwb/
动脉盗血	zhengzhuang/dmdx/
动脉血氧饱和度降低	zhengzhuang/dmxybhdjd/
动脉造影异常	zhengzhuang/dmzyyc/
动脉粥样硬化	zhengzhuang/dmzyyh/
动眼神经麻痹	zhengzhuang/dysjmb/
动眼危象	zhengzhuang/dywx/
动作样壁	zhengzhuang/dzyb/
冻疮	zhengzhuang/dc/
冻结肩	zhengzhuang/djj/
豆纹动脉闭塞	zhengzhuang/dwdmbs/
痘疤	zhengzhuang/db/
痘疮	zhengzhuang/dc_718/
窦道相	zhengzhuang/ddx_719/
窦房传导阻滞	zhengzhuang/dfcdzz/
窦房结病变	zhengzhuang/dfjbb/
窦性停搏	zhengzhuang/dxtb/
毒品依赖	zhengzhuang/dpyl/
毒物致肝损害	zhengzhuang/dwzgsh/
毒性表现	zhengzhuang/dxbx/
毒血症	zhengzhuang/dxz_726/
毒蕈碱样症状	zhengzhuang/dxjyzz/
读小字和辨色困难	zhengzhuang/dxzhbskn/
肚脐疼	zhengzhuang/dqt/
肚脐痒	zhengzhuang/dqy/
端坐呼吸	zhengzhuang/dzhx/
短颈	zhengzhuang/dj_732/
短缩舌	zhengzhuang/dss/
短头畸形	zhengzhuang/dtjx/
短暂性眩晕	zhengzhuang/dzxxy/
断毛癖	zhengzhuang/dmp/
断续的肌收缩	zhengzhuang/dxdjss/
对铋盐过敏	zhengzhuang/dbygm/
对侧肢体偏瘫	zhengzhuang/dcztpt/
对称性肌无力	zhengzhuang/dcxjwl/
对多脂饮食不能耐受	zhengzhuang/ddzysbnns/
对光反射迟钝	zhengzhuang/dgfscd/
对光反应消失	zhengzhuang/dgfyxs/
对红绿颜色分辨不清	zhengzhuang/dhlysfbbq/
对女性物品的非正常爱好	zhengzhuang/dnxwpdfzcah/
对生活丧失兴趣	zhengzhuang/dshssxq/
对声音敏感	zhengzhuang/dsymg/
对听、视、触觉等刺激反应过度	zhengzhuang/dt_s_cjdcjfygd/
蹲下起来后眼前发黑	zhengzhuang/dxqlhyqfh/
钝痛	zhengzhuang/dt_750/
多发性结节	zhengzhuang/dfxjj/
多发性神经炎	zhengzhuang/dfxsjy/
多发性针尖样瘀点	zhengzhuang/dfxzjyyd/
多根肋骨骨折	zhengzhuang/dglggz/
多汗且臭味较浓	zhengzhuang/dhqcwjn/
多汗症	zhengzhuang/dhz/
多克隆型冷球蛋白血症	zhengzhuang/dklxlqdbxz/
多梦	zhengzhuang/dm_758/
多囊卵巢	zhengzhuang/dnlc/
多尿	zhengzhuang/dn/
多形红斑样皮疹	zhengzhuang/dxhbypz/
多血质	zhengzhuang/dxz_762/
多疑	zhengzhuang/dy/
多饮	zhengzhuang/dy_764/
多指（趾）畸形	zhengzhuang/dz_z_jx/
额横纹增深	zhengzhuang/ehwzs/
肝掌	zhengzhuang/gz/
“E”字征	zhengzhuang/_e_zz/
21-羟化酶缺陷症	zhengzhuang/21_qhmqxz/
额部白斑	zhengzhuang/ebbb/
额部疼痛	zhengzhuang/ebtt/
额部肿块	zhengzhuang/ebzk/
额区感觉减退	zhengzhuang/eqgjjt/
额头长痘	zhengzhuang/etcd/
额头皱纹突然增加	zhengzhuang/etzwtrzj/
额叶癫痫岛盖发作	zhengzhuang/eydxdgfz/
额叶癫痫的“击剑姿势”	zhengzhuang/eydxd_jjzs_/
额叶癫痫的扣带回发作	zhengzhuang/eydxdkdhfz/
额叶癫痫的眶额区发作	zhengzhuang/eydxdkeqfz/
额叶癫痫的前额极区发作	zhengzhuang/eydxdqejqfz/
额叶癫痫的运动皮质发作	zhengzhuang/eydxdydpzfz/
呃逆	zhengzhuang/en/
恶病性痤疮	zhengzhuang/ebxcc/
恶病质	zhengzhuang/ebz/
恶病质面容	zhengzhuang/ebzmr/
恶臭便	zhengzhuang/ecb/
恶寒	zhengzhuang/eh/
恶露	zhengzhuang/el/
恶食凉物	zhengzhuang/eslw/
恶食酸物	zhengzhuang/essw/
恶息、多泡味的白色粪便	zhengzhuang/ex_dpwdbsfb/
恶心	zhengzhuang/ex/
恶心与呕吐	zhengzhuang/exyot/
恶性贫血	zhengzhuang/expx/
恶性胸水	zhengzhuang/exxs/
腭部穿孔	zhengzhuang/ebck/
腭部可见小出血点	zhengzhuang/ebkjxcxd/
腭部有黑色焦痂	zhengzhuang/ebyhsjj/
腭舌咽呼吸肌呈对称性弛缓性轻瘫	zhengzhuang/esyhxjcdcxchxqt/
腭异常	zhengzhuang/eyc/
噩梦	zhengzhuang/em/
儿茶酚胺分泌过量	zhengzhuang/ecfafmgl/
儿童不敢平卧睡觉	zhengzhuang/etbgpwsj/
儿童抽动症	zhengzhuang/etcdz/
儿童大便失禁	zhengzhuang/etdbsj/
儿童反复骨折	zhengzhuang/etffgz/
儿童骨缺损	zhengzhuang/etgqs/
儿童精神运动发育异常	zhengzhuang/etjsydfyyc/
儿童恐怖障碍	zhengzhuang/etkbza/
儿童恐怖症	zhengzhuang/etkbz/
儿童髋部疼痛	zhengzhuang/etkbtt/
儿童离别焦虑	zhengzhuang/etlbjl/
儿童联想和情感障碍	zhengzhuang/etlxhqgza/
儿童尿床	zhengzhuang/etnc/
儿童偏食	zhengzhuang/etps/
儿童偏头痛	zhengzhuang/etptt/
儿童期过度生长	zhengzhuang/etqgdsc/
儿童期消化性溃疡	zhengzhuang/etqxhxky/
儿童头痛	zhengzhuang/ettt/
儿童退缩行为	zhengzhuang/ettsxw/
儿童行动迟缓	zhengzhuang/etxdch/
儿童行为孤僻	zhengzhuang/etxwgp/
儿童型肌张力障碍	zhengzhuang/etxjzlza/
儿童性别偏差	zhengzhuang/etxbpc/
耳、鼻、软骨变成蓝色	zhengzhuang/e_b_rgbcls/
耳垂长痘	zhengzhuang/eccd/
耳垂过大	zhengzhuang/ecgd/
耳垂里有硬疙瘩	zhengzhuang/eclyygd/
耳垂缺损	zhengzhuang/ecqs/
耳垂小	zhengzhuang/ecx/
耳垂粘连	zhengzhuang/eczl/
耳道堵塞	zhengzhuang/edds/
耳道划伤	zhengzhuang/edhs/
耳道流脓	zhengzhuang/edln/
耳道流血	zhengzhuang/edlx/
耳道异物	zhengzhuang/edyw/
耳顶线以下至发际处痛觉过敏或减退	zhengzhuang/edxyxzfjctjgmhjt/
耳冻伤	zhengzhuang/eds/
耳堵	zhengzhuang/ed/
耳朵位置低	zhengzhuang/edwzd/
耳根部疼痛	zhengzhuang/egbtt/
耳骨外翻	zhengzhuang/egwf/
耳鼓膜穿孔	zhengzhuang/egmck/
耳鼓膜破裂	zhengzhuang/egmpl/
耳郭突出	zhengzhuang/egtc/
耳后红斑	zhengzhuang/ehhb/
耳后淋巴结肿大	zhengzhuang/ehlbjzd/
耳后乳突水肿	zhengzhuang/ehrtsz/
耳后疼痛	zhengzhuang/ehtt/
耳壳的干性坏死	zhengzhuang/ekdgxhs/
耳孔处长出的肿物	zhengzhuang/ekcccdzw/
耳孔处肿物	zhengzhuang/ekczw/
耳廓变大	zhengzhuang/ekbd/
耳廓擦伤	zhengzhuang/ekcs/
耳廓耳道撕裂伤	zhengzhuang/ekedsls/
耳廓放射性痛	zhengzhuang/ekfsxt/
耳廓腹侧面局限性囊肿	zhengzhuang/ekfcmjxxnz/
耳廓红肿	zhengzhuang/ekhz/
耳廓痛	zhengzhuang/ekt/
耳廓癣	zhengzhuang/ekx/
耳流脓	zhengzhuang/eln/
耳聋	zhengzhuang/el_862/
耳漏	zhengzhuang/el_863/
耳轮发育不全	zhengzhuang/elfybq/
耳闷	zhengzhuang/em_865/
耳鸣	zhengzhuang/em_866/
耳内闭塞感	zhengzhuang/enbsg/
耳内发胀	zhengzhuang/enfz/
耳内流脓	zhengzhuang/enln/
耳内疼痛	zhengzhuang/entt/
耳前淋巴结肿大	zhengzhuang/eqlbjzd/
耳前庭功能受损	zhengzhuang/eqtgnss/
耳前庭听觉失衡	zhengzhuang/eqttjsh/
耳屎多	zhengzhuang/esd/
耳痛	zhengzhuang/et/
耳围凹陷	zhengzhuang/ewax/
耳蜗性耳聋	zhengzhuang/ewxel/
耳下区的韧实肿块	zhengzhuang/exqdrszk/
耳痒	zhengzhuang/ey/
耳溢液	zhengzhuang/eyy/
耳硬化症	zhengzhuang/eyhz/
耳源性破伤风	zhengzhuang/eyxpsf/
耳源性眩晕	zhengzhuang/eyxxy/
二尖瓣脱垂	zhengzhuang/ejbtc/
二碱基氨基酸尿症	zhengzhuang/ejjajsnz/
二羧基氨基酸尿	zhengzhuang/esjajsn/
发绀	zhengzhuang/fg/
发烧	zhengzhuang/fs/
发热伴出血	zhengzhuang/frbcx/
发热伴关节肿痛	zhengzhuang/frbgjzt/
发热伴寒战	zhengzhuang/frbhz/
发热伴咳嗽、咯痰、胸痛	zhengzhuang/frbks_kt_xt/
发热伴淋巴结肿大、并伴触痛	zhengzhuang/frblbjzd_bbct/
发热伴尿频、尿急、尿痛、腰疼	zhengzhuang/frbnp_nj_nt_yt/
发热伴眼睛充血	zhengzhuang/frbyjcx/
发热伴有腹痛、腹泻、恶心、呕吐	zhengzhuang/frbyft_fx_ex_ot/
发热伴有皮疹	zhengzhuang/frbypz/
发炎	zhengzhuang/fy/
发音改变	zhengzhuang/fygb/
发音障碍	zhengzhuang/fyza/
发育性骨盆异常	zhengzhuang/fyxgpyc/
发育性畸形	zhengzhuang/fyxjx/
发作后精神障碍	zhengzhuang/fzhjsza/
发作时精神障碍	zhengzhuang/fzsjsza/
发作性不自主运动	zhengzhuang/fzxbzzyd/
发作性咳嗽	zhengzhuang/fzxks/
发作性傻笑	zhengzhuang/fzxsx/
发作性嗜睡和食欲亢进	zhengzhuang/fzxsshsykj/
发作性睡眠	zhengzhuang/fzxsm/
发作性眩晕	zhengzhuang/fzxxy/
乏力	zhengzhuang/fl/
帆状胎盘	zhengzhuang/fztp/
翻身困难	zhengzhuang/fskn/
烦热	zhengzhuang/fr/
烦躁不安	zhengzhuang/fzba/
反拗危象	zhengzhuang/fawx/
反复鼻出血	zhengzhuang/ffbcx/
反复不愈的感染	zhengzhuang/ffbydgr/
反复抽搐	zhengzhuang/ffcc/
反复出血	zhengzhuang/ffcx/
反复发烧	zhengzhuang/fffs/
反复发作的带状疱疹	zhengzhuang/fffzddzpz/
反复发作性头痛	zhengzhuang/fffzxtt/
反复发作抑郁症	zhengzhuang/fffzyyz/
反复发作右肺感染	zhengzhuang/fffzyfgr/
反复肺不张	zhengzhuang/fffbz/
反复肺炎	zhengzhuang/fffy/
反复感冒	zhengzhuang/ffgm/
反复感染	zhengzhuang/ffgr/
反复高热	zhengzhuang/ffgr_930/
反复呕血	zhengzhuang/ffox/
反复上呼吸道感染	zhengzhuang/ffshxdgr/
反复生殖器溃疡	zhengzhuang/ffszqky/
反复舔吮口唇	zhengzhuang/fftskc/
反射弧中断	zhengzhuang/fshzd/
反射性呕吐	zhengzhuang/fsxot/
反射性腰痛	zhengzhuang/fsxyt/
反胃	zhengzhuang/fw/
反向搏动	zhengzhuang/fxbd/
反应迟钝	zhengzhuang/fycd/
反应性细胞改变	zhengzhuang/fyxxbgb/
泛恶欲吐	zhengzhuang/feyt/
泛发性红色斑块	zhengzhuang/ffxhsbk/
饭后口淡	zhengzhuang/fhkd/
饭后困倦	zhengzhuang/fhkj/
饭后心悸	zhengzhuang/fhxj/
饭后心跳加快	zhengzhuang/fhxtjk/
方肩畸形	zhengzhuang/fjjx/
房间隔缺损	zhengzhuang/fjgqs/
房内传导阻滞	zhengzhuang/fncdzz/
房室传导阻滞	zhengzhuang/fscdzz/
房室分离	zhengzhuang/fsfl/
房室管畸形	zhengzhuang/fsgjx/
房性逸搏心律加速	zhengzhuang/fxybxljs/
房性早搏	zhengzhuang/fxzb/
放屁过臭	zhengzhuang/fpgc/
放屁频频	zhengzhuang/fppp/
放射后的臂丛神经和腰骶丛损伤	zhengzhuang/fshdbcsjhydcss/
放射性疼痛	zhengzhuang/fsxtt/
非凹陷黏液水肿	zhengzhuang/faxnysz/
非玻璃体的病变眼前飞蚊	zhengzhuang/fbltdbbyqfw/
非对称性关节痛	zhengzhuang/fdcxgjt/
非对称性紧张性颈反射	zhengzhuang/fdcxjzxjfs/
非感染性发热	zhengzhuang/fgrxfr/
非怀孕的下腹增大	zhengzhuang/fhydxfzd/
非血性腹水	zhengzhuang/fxxfs/
非依赖性物质所致的精神障碍	zhengzhuang/fylxwzszdjsza/
肥达反应阳性	zhengzhuang/fdfyyx/
肥大结节纤维组织增生	zhengzhuang/fdjjxwzzzs/
肥厚瘢痕	zhengzhuang/fhbh/
肥胖并痛性结节或脂肪块	zhengzhuang/fpbtxjjhzfk/
肥胖前期	zhengzhuang/fpqq/
肥胖纹	zhengzhuang/fpw/
肥胖性低通气	zhengzhuang/fpxdtq/
肥胖性水肿	zhengzhuang/fpxsz/
废用性弱视	zhengzhuang/fyxrs/
肺癌胸水	zhengzhuang/faxs/
肺不张	zhengzhuang/fbz/
肺部出血	zhengzhuang/fbcx/
肺部感染	zhengzhuang/fbgr/
肺部化脓性感染	zhengzhuang/fbhnxgr/
肺部或支气管周围可呈现纹理增粗及浸润现象	zhengzhuang/fbhzqgzwkcxwlzcjjrxx/
肺部可闻及干湿啰音及哮鸣音	zhengzhuang/fbkwjgslyjxmy/
肺部啰音	zhengzhuang/fbly/
肺部肿块	zhengzhuang/fbzk/
肺部转移	zhengzhuang/fbzy/
肺动静脉瘘	zhengzhuang/fdjml/
肺动脉瓣区可听到喷射音	zhengzhuang/fdmbqktdpsy/
肺动脉瓣狭窄杂音	zhengzhuang/fdmbxzzy/
肺动脉闭锁	zhengzhuang/fdmbs/
肺动脉狭窄	zhengzhuang/fdmxz/
肺动脉楔压（PCWP）降低	zhengzhuang/fdmxy_pcwp_jd/
肺动脉杂音	zhengzhuang/fdmzy/
肺过度充气	zhengzhuang/fgdcq/
肺含水量增加	zhengzhuang/fhslzj/
肺火	zhengzhuang/fh/
肺积水	zhengzhuang/fjs/
肺间质纤维化	zhengzhuang/fjzxwh/
肺门阴影增多	zhengzhuang/fmyyzd/
肺门增宽	zhengzhuang/fmzk/
肺弥散功能障碍	zhengzhuang/fmsgnza/
肺内病变	zhengzhuang/fnbb/
肺内空洞	zhengzhuang/fnkd/
肺内圆形实质性或囊性肿块	zhengzhuang/fnyxszxhnxzk/
肺泡出血	zhengzhuang/fpcx/
肺泡灌洗液可见大量无定形的碎片	zhengzhuang/fpgxykjdlwdxdsp/
肺泡炎症	zhengzhuang/fpyz/
肺气压伤	zhengzhuang/fqys/
肺弃血	zhengzhuang/fqx/
肺容量减小	zhengzhuang/frljx/
肺实变	zhengzhuang/fsb/
肺受累	zhengzhuang/fsl/
肺栓塞	zhengzhuang/fss/
肺通气一血流比例失调	zhengzhuang/ftqyxlblsd/
肺外症状	zhengzhuang/fwzz/
肺纹理减少	zhengzhuang/fwljs/
肺纹理增粗	zhengzhuang/fwlzc/
肺纹理增多	zhengzhuang/fwlzd/
肺下叶周围呈节段性或大叶性模糊阴影	zhengzhuang/fxyzwcjdxhdyxmhyy/
肺纤维化	zhengzhuang/fxwh/
肺性肥大	zhengzhuang/fxfd/
肺血流量很多	zhengzhuang/fxllhd/
肺血流量很少	zhengzhuang/fxllhs/
肺血增多	zhengzhuang/fxzd/
肺阴虚	zhengzhuang/fyx/
肺淤血	zhengzhuang/fyx_1026/
肺源性呼吸困难	zhengzhuang/fyxhxkn/
肺源性心脏衰竭	zhengzhuang/fyxxzsj/
痱疹样皮疹	zhengzhuang/fzypz/
分离性恍惚状态和附体状态	zhengzhuang/flxhhzthftzt/
分离性漫游症	zhengzhuang/flxmyz/
分离性身份障碍	zhengzhuang/flxsfza/
分离性遗忘	zhengzhuang/flxyw/
分裂型人格障碍	zhengzhuang/flxrgza/
分泌性腹泻	zhengzhuang/fmxfx/
分娩后甲状腺肿大	zhengzhuang/fmhjzxzd/
粉红色泡沫痰	zhengzhuang/fhspmt/
粉红色泡沫样痰	zhengzhuang/fhspmyt/
粉碎性骨折	zhengzhuang/fsxgz/
粪便带绿色	zhengzhuang/fbdls/
粪便黑色并带有血液	zhengzhuang/fbhsbdyxy/
粪便量多	zhengzhuang/fbld/
粪便量少	zhengzhuang/fbls/
粪便脓血	zhengzhuang/fbnx/
粪便排出过程异常	zhengzhuang/fbpcgcyc/
粪便嵌塞	zhengzhuang/fbqs/
粪便硬结如羊粪状	zhengzhuang/fbyjryfz/
粪便中查见虫卵或妊娠节片	zhengzhuang/fbzcjclhrsjp/
粪便中发现白色节片	zhengzhuang/fbzfxbsjp/
粪便中见到褐红色果实皮或毛发	zhengzhuang/fbzjdhhsgsphmf/
粪便中排出的粪胆原增加	zhengzhuang/fbzpcdfdyzj/
粪内或直肠乙状结肠黏膜活检找到血吸虫卵	zhengzhuang/fnhzcyzjcnmhjzdxxcl/
粪样呕吐物	zhengzhuang/fyotw/
粪柱变形变细	zhengzhuang/fzbxbx/
风寒湿痹	zhengzhuang/fhsb/
风丘疹	zhengzhuang/fqz/
风盛血燥	zhengzhuang/fsxz/
风湿性多发性肌痛症	zhengzhuang/fsxdfxjtz/
风湿性血管炎	zhengzhuang/fsxxgy/
风团	zhengzhuang/ft/
蜂窝肺	zhengzhuang/fwf/
蜂窝组织炎	zhengzhuang/fwzzy/
肤色赤红	zhengzhuang/fsch/
伏脉	zhengzhuang/fm/
浮脉	zhengzhuang/fm_1065/
匐行疹	zhengzhuang/fxz/
附睾结石	zhengzhuang/fgjs/
附睾囊肿	zhengzhuang/fgnz/
附睾肿大发硬	zhengzhuang/fgzdfy/
复聪现象	zhengzhuang/fcxx/
复合性溃疡	zhengzhuang/fhxky/
复视	zhengzhuang/fs_1072/
复听	zhengzhuang/ft_1073/
复杂性尿路感染	zhengzhuang/fzxnlgr/
复杂性醉酒	zhengzhuang/fzxzj/
副耳	zhengzhuang/fe/
腹壁不自主轴动	zhengzhuang/fbbzzzd/
腹壁反射减弱或消失	zhengzhuang/fbfsjrhxs/
腹壁广泛性钙质沉着	zhengzhuang/fbgfxgzcz/
腹壁红斑	zhengzhuang/fbhb/
腹壁静脉怒张	zhengzhuang/fbjmnz/
腹壁切口处有肿物突出	zhengzhuang/fbqkcyzwtc/
腹壁外侧包块 ，有固定压痛	zhengzhuang/fbwcbk_ygdyt/
腹部“气串样”肿块	zhengzhuang/fb_qcy_zk/
腹部“柔韧感”体征	zhengzhuang/fb_rrg_tz/
腹部凹陷呈舟状	zhengzhuang/fbaxczz/
腹部不适	zhengzhuang/fbbs/
腹部可触及巨大柔软肿物	zhengzhuang/fbkcjjdrrzw/
腹部皮肤出现白纹、粉红色或紫纹	zhengzhuang/fbpfcxbw_fhshzw/
腹部皮肤梅干样皱纹	zhengzhuang/fbpfmgyzw/
腹部伤口流出粪便样物	zhengzhuang/fbsklcfbyw/
腹部型肥胖	zhengzhuang/fbxfp/
腹部血管杂音	zhengzhuang/fbxgzy/
腹部压痛	zhengzhuang/fbyt/
腹部有局部或广泛触痛、反跳痛	zhengzhuang/fbyjbhgfct_ftt/
腹部中线处肿块	zhengzhuang/fbzxczk/
腹部肿块	zhengzhuang/fbzk_1097/
腹部逐渐胀大	zhengzhuang/fbzjzd/
腹股沟处或闭孔处肿胀	zhengzhuang/fggchbkczz/
腹股沟淋巴结肿大	zhengzhuang/fgglbjzd/
腹股沟区可复性肿块	zhengzhuang/fggqkfxzk/
腹股沟疼痛	zhengzhuang/fggtt/
腹股沟痒	zhengzhuang/fggy/
腹肌肌肉抽搐	zhengzhuang/fjjrcc/
腹肌紧张	zhengzhuang/fjjz/
腹肌强直	zhengzhuang/fjqz/
腹肌严重发育不良	zhengzhuang/fjyzfybl/
腹满	zhengzhuang/fm_1108/
腹鸣	zhengzhuang/fm_1109/
腹膜刺激征	zhengzhuang/fmcjz/
腹膜后纤维化	zhengzhuang/fmhxwh/
腹膜炎	zhengzhuang/fmy/
腹内压升高	zhengzhuang/fnysg/
腹腔出血	zhengzhuang/fqcx/
腹腔感染	zhengzhuang/fqgr/
腹腔积血	zhengzhuang/fqjx/
腹腔积液	zhengzhuang/fqjy/
腹腔种植	zhengzhuang/fqzz/
腹式反常呼吸	zhengzhuang/fsfchx/
腹水	zhengzhuang/fs_1120/
腹痛	zhengzhuang/ft_1121/
腹痛，发热及黄疸	zhengzhuang/ft_frjhd/
腹痛伴便血	zhengzhuang/ftbbx/
腹痛伴恶心、呕吐	zhengzhuang/ftbex_ot/
腹痛伴腹泻	zhengzhuang/ftbfx/
腹痛伴黄疸	zhengzhuang/ftbhd/
腹痛伴休克	zhengzhuang/ftbxk/
腹痛伴血尿	zhengzhuang/ftbxn/
腹围增大	zhengzhuang/fwzd/
腹泻	zhengzhuang/fx/
腹泻为水样带黏液恶臭无脓血	zhengzhuang/fxwsydnyecwnx/
腹泻与便秘交替	zhengzhuang/fxybmjt/
腹胀	zhengzhuang/fz/
腹直肌触及边界不清的固定包块	zhengzhuang/fzjcjbjbqdgdbk/
胁部肿胀	zhengzhuang/xbzz/
钙沉积	zhengzhuang/gcj/
钙化	zhengzhuang/gh/
钙化影	zhengzhuang/ghy/
钙化灶	zhengzhuang/ghz/
钙离子内流	zhengzhuang/glznl/
干咳	zhengzhuang/gk/
干啰音	zhengzhuang/gly/
干胁痛	zhengzhuang/gxt/
干性坏疽	zhengzhuang/gxhj/
干性脚气	zhengzhuang/gxjq/
干性咳嗽	zhengzhuang/gxks/
干性皮肤	zhengzhuang/gxpf/
干性脂溢	zhengzhuang/gxzy/
干燥斑	zhengzhuang/gzb/
肝被膜紧张	zhengzhuang/gbmjz/
肝被膜血肿破裂	zhengzhuang/gbmxzpl/
肝病面容	zhengzhuang/gbmr/
肝病容	zhengzhuang/gbr/
肝部疼痛	zhengzhuang/gbtt/
肝臭	zhengzhuang/gc/
肝大而硬	zhengzhuang/gdey/
肝淀粉样变性	zhengzhuang/gdfybx/
肝豆状核变性	zhengzhuang/gdzhbx/
肝窦扩张	zhengzhuang/gdkz/
肝腹水	zhengzhuang/gfs/
肝功检查胆红素及转氨酶常增高	zhengzhuang/ggjcdhsjzamczg/
肝功能不全	zhengzhuang/ggnbq/
肝功能受损	zhengzhuang/ggnss/
肝功能衰竭	zhengzhuang/ggnsj/
肝功能异常	zhengzhuang/ggnyc/
肝昏迷	zhengzhuang/ghm/
肝火	zhengzhuang/gh_1167/
肝积水	zhengzhuang/gjs/
肝-颈静脉回流征阳性	zhengzhuang/g_jjmhlzyx/
肝静脉病变	zhengzhuang/gjmbb/
肝静脉回流障碍	zhengzhuang/gjmhlza/
肝内HDAg仅一过性阳性	zhengzhuang/gnhdagjygxyx/
肝内胆管结石	zhengzhuang/gndgjs/
肝内钙化	zhengzhuang/gngh/
肝内管梗阻	zhengzhuang/gnggz/
