百日咳	brk/
镇静、安定、催眠药中毒	zj_ad_cmyzd/
直立性低血压	zlxdxy/
植物神经功能紊乱	zwsjgnwl/
周期性麻痹	zqxmb/
重症肌无力危象	zzjwlwx/
重症肌无力	zzjwl/
枕大神经痛	zdsjt/
蛛网膜炎	zwmy/
周期性瘫痪	zqxth/
周围神经病损	zwsjbs/
ADH分泌过多综合征	adhfmgdzhz/
闭经	bj/
垂体瘤	ctl/
成人全垂体功能减退	crqctgnjt/
垂体危象与垂体卒中	ctwxyctzz/
垂体前叶机能减退症	ctqyjnjtz/
垂体性矮小病	ctxaxb/
单纯性甲状腺肿	dcxjzxz/
多囊卵巢综合征	dnlczhz/
单纯性肥胖	dcxfp/
多腺体缺陷综合征	dxtqxzhz/
多发性内分泌肿瘤综合征Ⅰ型	dfxnfmzlzhz_x/
低血糖症	dxtz/
代谢性碱中毒	dxxjzd/
代谢性酸中毒	dxxszd/
儿童睡眠障碍	etsmza/
肥胖症	fpz/
高渗性非酮症性糖尿病昏迷	gsxftzxtnbhm/
高血脂	gxz/
骨质疏松	gzss/
Graves病	gravesb/
黄瘤	hl/
呼吸性碱中毒	hxxjzd/
呼吸性酸中毒	hxxszd/
甲状腺功能减退	jzxgnjt/
甲状腺功能正常的甲状腺肿大	jzxgnzcdjzxzd/
静止性淋巴细胞性甲状腺炎	jzxlbxbxjzxy/
甲状腺腺瘤	jzxxl/
甲状腺舌管囊肿与瘘	jzxsgnzyl/
继发性肾上腺功能不足	jfxssxgnbz/
急性颌下腺炎	jxhxxy/
急性乳腺炎	jxrxy/
急性淋巴结炎	jxlbjy/
假性甲状旁腺功能减退症	jxjzpxgnjtz/
继发性甲状旁腺功能亢进症	jfxjzpxgnkjz/
脚气病	jqb/
巨人症及肢端肥大症	jrzjzdfdz/
基底细胞腺瘤	jdxbxl/
颈部淋巴结结核	jblbjjh/
库欣综合征	kxzhz/
克兰费尔特综合征	klfetzhz/
慢性淋巴细胞性甲状腺炎	mxlbxbxjzxy/
泌乳素瘤	mrsl/
慢性淋巴结炎	mxlbjy/
男性乳房肥大症	nxrffdz/
男性生殖腺机能减退症	nxszxjnjtz/
粘多糖沉积病	zdtcjb/
男子乳房发育症	nzrffyz/
内分泌性眼球突出	nfmxyqtc/
皮脂腺痣	pzxz/
气管支气管异物	qgzqgyw/
雀斑	qb/
乳腺增生	rxzs/
乳腺癌	rxa/
乳溢	ry/
乳头状囊腺癌	rtznxa/
肾上腺危象	ssxwx/
舌扁平苔藓	sbptx/
松果体瘤	sgtl/
嗜酸性腺瘤	ssxxl/
嗜铬细胞瘤	sgxbl/
糖尿病乳酸性酸中毒	tnbrsxszd/
糖尿病酮症酸中毒	tnbtzszd/
糖尿病足	tnbz/
维生素C缺乏病	wsscqfb/
维生素D中毒症	wssdzdz/
维生素E缺乏病	wsseqfb/
外科皮脂腺囊肿	wkpzxnz/
外科淋巴管瘤	wklbgl/
新生儿低血糖症与高血糖症	xsedxtzygxtz/
涎瘘	xl/
胸腺瘤	xxl/
血卟啉病	xblb/
涎腺病毒病	xxbdb/
涎石病	xsb_1062/
下丘脑疾病	xqnjb/
性变态	xbt/
腺样体肥大	xytfd/
涎腺囊肿	xxnz/
腺泡细胞癌	xpxba/
涎腺的未分化癌	xxdwfha/
涎腺结核	xxjh/
腺样囊性癌	xynxa/
腺淋巴瘤	xlbl/
涎腺混合瘤	xxhhl/
亚急性甲状腺炎	yjxjzxy/
原发性醛固酮增多症	yfxqgtzdz/
c胰岛功能性β细胞瘤	cydgnxxbl/
胰岛素瘤	ydsl/
原发性甲状旁腺功能亢进症	yfxjzpxgnkjz/
溢乳闭经综合征	yrbjzhz/
白细胞减少症和粒细胞缺乏症	bxbjszhlxbqfz/
白血病	bxb/
白血病性咽峡炎	bxbxyxy/
出血性疾病	cxxjb/
单纯红细胞再障性贫血	dchxbzzxpx/
低钙血症和低镁血症	dgxzhdmxz/
地中海贫血	dzhpx/
多发性骨髓瘤	dfxgsl/
恶性组织细胞病	exzzxbb/
恶性淋巴瘤	exlbl/
非酮症高血糖-高渗性昏迷	ftzgxt_gsxhm/
复合型酸碱失衡	fhxsjsh/
骨髓痨性贫血	gslxpx/
骨髓纤维化	gsxwh/
骨髓增生异常综合征	gszsyczhz/
过敏性紫癜	gmxzd/
何杰金病	hjjb/
获得性血小板功能障碍	hdxxxbgnza/
获得性循坏抗凝物质增多综合征	hdxxhknwzzdzhz/
化脓性骨髓炎	hnxgsy/
霍奇金淋巴瘤	hqjlbl/
菌血症	jxz/
巨球蛋白血症	jqdbxz/
急性白血病	jxbxb/
巨幼细胞性贫血	jyxbxpx/
急性淋巴细胞性白血病	jxlbxbxbxb/
淋巴细胞减少症	lbxbjsz/
镰状细胞病	lzxbb/
类白血病反应	lbxbfy/
粒细胞缺乏症	lxbqfz/
绿色瘤	lsl/
镁过多症	mgdz/
镁缺乏症	mqfz/
慢性疾病的贫血	mxjbdpx/
弥散性血管内凝血	msxxgnnx/
慢性骨髓炎	mxgsy/
慢性粒细胞性白血病	mxlxbxbxb/
慢性淋巴细胞性白血病	mxlbxbxbxb/
尿道上裂	ndsl/
充血性脾肿大	cxxpzd/
贫血	px/
破伤风	psf/
脾功能亢进症	pgnkjz/
葡萄糖-6-磷酸脱氢酶缺乏症	ptt_6_lstqmqfz/
缺铁性贫血	qtxpx/
溶血过度所致贫血	rxgdszpx/
溶血性贫血	rxxpx/
失血性休克	sxxxk/
嗜酸性细胞增多症	ssxxbzdz/
特发性高嗜酸性细胞综合征	tfxgssxxbzhz/
特发性血小板减少性紫癜	tfxxxbjsxzd/
铁利用性贫血	tlyxpx/
维生素K缺乏病	wsskqfb/
维生素B12缺乏所致贫血	wssb12qfszpx/
小儿过敏性紫瘢	xegmxzb/
血栓性血小板减少性紫癜	xsxxxbjsxzd/
血小板减少症	xxbjsz/
血友病	xyb/
新生儿败血症	xsebxz/
新生儿溶血病	xserxb/
血管母细胞瘤	xgmxbl/
先天性红细胞膜病	xtxhxbmb/
血管性血友病	xgxxyb/
遗传性血色病	ycxxsb/
叶酸缺乏所致贫血	ysqfszpx/
遗传性出血性毛细血管扩张症	ycxcxxmxxgkzz/
营养性巨幼红细胞性贫血	yyxjyhxbxpx/
原发性血小板减少性紫瘢	yfxxxbjsxzb/
原发性血小板增多症	yfxxxbzdz/
异常血红蛋白病	ycxhdbb/
中性白(粒)细胞减少症	zxb_l_xbjsz/
组织细胞增殖症	zzxbzzz/
再生障碍性贫血	zszaxpx/
自身免疫性溶血性贫血	zsmyxrxxpx/
真性红细胞增多症	zxhxbzdz/
阵发性睡眠性血红蛋白尿	zfxsmxxhdbn/
白塞综合征	bszhz/
白塞病	bsb/
Behcet病	behcetb/
迟发性低丙球血症	cfxdbqxz/
常年性鼻炎	cnxby/
多发性大动脉炎	dfxddmy/
多发性肌炎	dfxjy/
大骨节病	dgjb/
淀粉样变病	dfybb/
二水焦磷酸钙结晶沉积症	esjlsgjjcjz/
风湿性多肌痛	fsxdjt/
肥大细胞增多症	fdxbzdz/
过敏性哮喘	gmxxc/
高尿酸血症	gnsxz/
干燥综合征	gzzhz/
骨关节炎	ggjy/
红斑狼疮	hblc/
混合结缔组织病	hhjdzzb/
碱性磷酸钙结晶沉积病	jxlsgjjcjb/
巨细胞动脉炎	jxbdmy/
结节性多动脉炎	jjxddmy/
结节性脂膜炎	jjxzmy/
急性化脓性腱鞘炎	jxhnxjqy/
结节病	jjb/
肩关节结核	jgjjh/
急性淋巴管炎	jxlbgy/
枯草热	kcr/
类风湿关节炎	lfsgjy/
慢性皮肤粘膜念珠菌病	mxpfzmnzjb/
慢性肉芽肿病	mxryzb/
皮下脂质肉芽肿病	pxzzryzb/
盘状红斑狼疮	pzhblc/
皮肤过敏	pfgm/
强直性脊柱炎	qzxjzy/
羟磷灰石沉积病	qlhscjb/
气性坏疽	qxhj/
Reiter综合征	reiterzhz/
乳房纤维瘤	rfxwl/
软组织肿瘤	rzzzl/
嗜酸性筋膜炎	ssxjmy/
Ⅳ型超敏反应性疾病	_xcmfyxjb/
Ⅲ型超敏反应性疾病	_xcmfyxjb_1237/
手掌深部间隙感染	szsbjxgr/
食物变应性和不耐受性	swbyxhbnsx/
痛风	tf/
痛风性关节炎	tfxgjy/
物理性变应性	wlxbyx/
小儿风湿热	xefsr/
先天性胸腺发育不全	xtxxxfybq/
血清病	xqb/
选择性IgA缺乏症	xzxigaqfz/
纤维瘤病	xwlb/
新生儿皮下坏疽	xsepxhj/
原发性免疫缺陷病	yfxmyqxb/
银屑病关节炎	yxbgjy/
遗传性补体缺陷病	ycxbtqxb/
遗传性血管性水肿	ycxxgxsz/
药物过敏	ywgm/
严重联合免疫缺陷病	yzlhmyqxb/
Ⅰ型超敏反应性疾病	_xcmfyxjb_1259/
硬皮病	ypb/
重叠综合征	zdzhz/
创伤性窒息	csxzx/
创伤性气胸	csxqx/
动脉硬化性闭塞症	dmyhxbsz/
肺栓塞和肺梗死	fsshfgs/
肺错构瘤	fcgl/
肺爆震伤	fbzs/
肺包虫病	fbcb/
感染性肋软骨炎	grxlrgy/
膈肌膨出	gjpc/
急性气管－支气管炎	jxqg_zqgy/
鸡胸	jx/
矫正型大动脉错位	jzxddmcw/
继发性纵隔感染	jfxzggr/
局限型间皮瘤	jxxjpl/
急性脓胸	jxnx/
肋骨骨折	lggz/
联合瓣膜病变	lhbmbb/
漏斗胸	ldx/
慢性支气管炎	mxzqgy/
慢性缩窄性心包炎	mxszxxby/
慢性心功能不全	mxxgnbq/
慢性心包炎	mxxby/
慢性心力衰竭	mxxlsj/
梅毒性心血管病	mdxxxgb/
慢性肺炎	mxfy/
慢性脓胸	mxnx/
乳头肌功能不全	rtjgnbq/
食管裂孔疝	sglks/
损伤性休克	ssxxk/
缩窄性心包炎	szxxby/
外伤性乳糜胸	wsxrmx/
心脏穿透伤	xzcts/
胸骨骨折	xggz/
限制型心脏病	xzxxzb/
胸廓出口综合征	xkckzhz/
先天性膈疝	xtxgs/
心性猝死综合征	xxcszhz/
心脏钝性闭合伤	xzdxbhs/
原发性心脏肿瘤	yfxxzzl/
右心室双出口	yxssck/
永存动脉干	ycdmg/
预激综合征	yjzhz/
原发性纵隔感染	yfxzggr/
原发性纵隔肿瘤	yfxzgzl/
纵隔脓肿	zgnz/
转移性胸膜肿瘤	zyxxmzl/
搏动性眼球突出症	bdxyqtcz/
创伤性枢椎前滑脱	csxszqht/
侧脑室肿瘤	cnszl/
第四脑室肿瘤	dsnszl/
顶叶肿瘤	dyzl/
短颈畸形	djjx/
多发性颅内血肿	dfxlnxz/
蝶窦恶性肿瘤	ddexzl/
第三脑室肿瘤	dsnszl_1432/
额叶肿瘤	eyzl/
耳源性脑积水	eyxnjs/
耳内脑膜脑疝	ennmns/
高血压性脑出血	gxyxncx/
高血压脑病	gxynb/
寰椎骨折脱位	hzgztw/
系统性红斑狼疮	xtxhblc/
颈椎半脱位	jzbtw/
颈椎骨折脱位	jzgztw/
颈椎管狭窄症	jzgxzz/
颈椎过伸性损伤	jzgsxss/
颈椎后脱位	jzhtw/
颈椎后纵韧带骨化症	jzhzrdghz/
颈椎黄韧带骨化症	jzhrdghz/
颈椎结核	jzjh/
颈椎小关节创伤性退变性关节炎	jzxgjcsxtbxgjy/
颈椎椎弓裂	jzzgl/
基底节血肿	jdjxz/
急性单纯疱疹病毒性脑炎	jxdcpzbdxny/
急性颈椎间盘突出症	jxjzjptcz/
脊椎结核	jzjh_1455/
脊柱裂	jzl/
肌营养不良症	jyyblz/
急性硬脑膜外血肿	jxynmwxz/
急性和亚急性硬脑膜下血肿	jxhyjxynmxxz/
急性及亚急性脑内血肿	jxjyjxnnxz/
脊髓小脑变性症	jsxnbxz/
颅骨骨髓炎	lggsy/
颅骨缺损	lgqs/
颅底骨折	ldgz/
颅内动脉瘤	lndml/
颅内低压性头痛	lndyxtt/
颅内占位性病变引起的头痛	lnzwxbbyqdtt/
颅内转移瘤	lnzyl/
帽状腱膜下脓肿	mzjmxnz/
面神经损伤	msjss/
慢性硬脑膜外血肿	mxynmwxz/
脑室炎	nsy/
脑性瘫痪	nxth/
脑囊虫病	nncb/
脑疝	ns/
脑蛛网膜下腔出血	nzwmxqcx/
脑震荡	nzd_1482/
脑血栓形成	nxsxc/
脑损伤后综合征	nsshzhz/
脑室内出血	nsncx/
脑脊液漏	njyl/
脑弓形体病	ngxtb/
脑挫裂伤	ncls/
脑膜炎	nmy/
脑积水	njs/
脑结核瘤	njhl/
脑垂体腺瘤	nctxl/
脑膜瘤	nml/
皮脂腺囊肿	pzxnz/
迁延性昏迷	qyxhm/
丘脑下部损伤	qnxbss/
上皮样囊肿	spynz/
神经胶质瘤	sjjzl/
散发性脑炎	sfxny/
头皮血肿	tpxz/
听神经鞘瘤	tsjql/
外伤性颈内动脉海绵窦瘘	wsxjndmhmdl/
外伤性癫痫	wsxdx/
外伤后脑脂肪栓塞	wshnzfss/
外伤后脑膨出	wshnpc/
外伤后颅内积气	wshlnjq/
外伤后低颅压综合征	wshdlyzhz/
外伤后头痛	wshtt/
外伤性硬脑膜下积液	wsxynmxjy/
先天性脑积水	xtxnjs/
新生儿颅内出血	xselncx/
小脑扁桃体疝	xnbtts/
先天性肿瘤	xtxzl/
硬脑膜下血肿	ynmxxz/
蛛网膜下腔出血	zwmxqcx/
中风	zf/
周围神经损伤	zwsjss/
胆囊癌	dna/
胆囊腺肌增生病	dnxjzsb/
胆结石	djs/
胆管良性狭窄	dglxxz/
胆管扩张症	dgkzz/
胆管结石与胆管炎	dgjsydgy/
胆道蛔虫病	ddhcb/
胆道出血	ddcx/
乏特壶腹周围癌	fthfzwa/
肝棘球蚴病	gjqyb/
肝性血卟啉病综合征	gxxblbzhz/
肝内胆管结石	gndgjs/
肝包虫病	gbcb/
环状胰腺	hzyx/
急性结石性胆囊炎	jxjsxdny/
急性出血坏死型胰腺炎	jxcxhsxyxy/
溃疡病急性穿孔	kybjxck/
慢性胆囊炎	mxdny/
慢性胆管炎	mxdgy/
门静脉高压症	mjmgyz/
生长激素释放抑制素瘤	scjssfyzsl/
胰腺癌	yxa/
胰腺囊腺癌	yxnxa/
原发性硬化性胆管炎	yfxyhxdgy/
异位胰腺	ywyx/
胰腺外伤	yxws/
胰腺囊肿	yxnz/
胰腺脓肿	yxnz_1593/
胰腺瘘	yxl/
胰腺多肽瘤	yxdtl/
胰石症	ysz/
胰岛细胞类癌	ydxbla/
包皮龟头炎	bpgty/
包皮阴茎头炎	bpyjty/
附睾炎	fgy/
非细菌性前列腺炎	fxjxqlxy/
梗阻性肾病	gzxsb/
睾丸扭转	gwnz/
后尿道瓣膜	hndbm/
结核性膀胱挛缩	jhxbgls/
结核性膀胱自发破裂	jhxbgzfpl/
急性膀胱炎	jxbgy/
精索静脉曲张	jsjmqz/
男生殖系结核	nszxjh/
尿道下裂	ndxl/
尿路梗阻	nlgz/
尿瘘	nl/
尿道创伤	ndcs/
尿道狭窄	ndxz/
尿道损伤	ndss/
男性尿道癌	nxnda/
女性尿道癌	nxnda_1626/
膀胱损伤	bgss/
膀胱结石	bgjs/
膀胱瘘	bgl/
膀胱外翻	bgwf/
脐尿管囊肿及脐尿管瘘	qngnzjqngl/
鞘膜积液	qmjy/
前列腺增生	qlxzs/
前列腺炎	qlxy/
前列腺癌	qlxa/
射精功能障碍	sjgnza/
肾上腺性征异常症	ssxxzycz/
肾损伤	sss/
输尿管结石	sngjs/
肾创伤	scs/
肾上腺髓质功能亢进	ssxszgnkj/
肾皮质髓质脓肿	spzsznz/
肾皮质脓肿	spznz/
肾周脓肿	sznz/
肾盂癌	sya/
肾胚胎瘤	sptl/
肾盂肿瘤和输尿管肿瘤	syzlhsngzl/
肾癌	sa/
隐睾	yg_1662/
遗精	yj_1663/
阴茎异常勃起	yjycbq/
婴幼儿外阴炎	yyewyy/
阴茎硬结症	yjyjz/
I型肾小管性酸中毒	ixsxgxszd/
白线疝	bxs/
成人脐疝	crqs/
穿腹膜疝	cfms/
儿童遗粪症	etyfz/
腹膜后血肿	fmhxz/
腹内疝	fns/
腹股沟直疝（疝气）	fggzs_sq_/
腹股沟斜疝	fggxs/
粪瘘	fl/
肛窦炎	gdy/
肛瘘	gl/
肛门瘙痒症	gmsyz/
肛门失禁	gmsj/
肛门外伤	gmws/
肛门异位	gmyw/
肛乳头炎	grty/
肛周脓肿	gznz/
骨盆直肠脓肿	gpzcnz/
肛门直肠周围脓肿	gmzczwnz/
肛裂	gl_1699/
肛周湿疹	gzsz/
孤立性直肠溃疡综合征	glxzckyzhz/
肛提肌综合征	gtjzhz/
会阴裂伤	hyls/
结肠过敏症	jcgmz/
急性出血性坏死性小肠炎	jxcxxhsxxcy/
结肠脂肪瘤	jczfl/
溃疡病大出血	kybdcx/
蓝氏贾第鞭毛虫病	lsjdbmcb/
盲肠肉芽肿	mcryz/
内痔	nz/
蛲虫病	ncb/
外痔	wz/
先天性直肠与周围脏器瘘	xtxzcyzwzql/
直肠息肉	zcxr/
直肠癌	zca/
痔疮	zc/
直肠内异物	zcnyw/
坐骨直肠窝脓肿	zgzcwnz/
直肠重复畸形	zczfjx/
直肠阴道瘘	zcydl/
直肠前突	zcqt/
直肠闭锁	zcbs/
扁平足	bpz/
髌骨骨折	bggz/
髌骨软化症	bgrhz/
变形性骨炎	bxxgy/
剥脱性骨软骨炎	btxgrgy/
髌股关节疼痛	bggjtt/
鼻骨骨折	bggz_1759/
耻骨结核	cgjh/
尺桡骨干双骨折	crggsgz/
成骨不全	cgbq/
尺骨上1/3骨折合并桡骨头脱位	cgs1_3gzhbrgttw/
尺骨下1/3骨折合并下尺桡关节脱位	cgx1_3gzhbxcrgjtw/
尺桡骨干骨折	crgggz/
脆弱性骨硬化	crxgyh/
创伤性肘关节炎	csxzgjy/
尺骨鹰嘴骨折	cgyzgz/
成软骨细胞瘤	crgxbl/
第三腰椎横突综合征	dsyzhtzhz/
动脉瘤样骨囊肿	dmlygnz/
断指再植	dzzz/
多发性骨骺发育异常	dfxghfyyc/
点状骨骺发育异常	dzghfyyc/
单侧关节突关节脱位	dcgjtgjtw/
骶髂关节结核	dqgjjh/
骶髂关节扭伤	dqgjns/
风湿性关节炎	fsxgjy/
腓骨近端骨折	fgjdgz/
Friedreich共济失调症	friedreichgjsdz/
腓骨肌萎缩症	fgjwsz/
骨肉瘤	grl/
骨折	gz/
感染性关节炎	grxgjy/
关节脱位	gjtw/
跟骨骨折	gggz/
肱骨干骨折	ggggz/
肱骨髁上骨折	ggksgz/
肱骨内髁骨折	ggnkgz/
肱骨外髁骨折	ggwkgz/
佝偻病	glb/
股骨粗隆间骨折	ggcljgz/
股骨干骨折	ggggz_1801/
骨硬化病	gyhb/
骨放线菌病	gfxjb/
骨化性肌炎	ghxjy/
骨巨细胞瘤	gjxbl/
骨囊肿	gnz_1806/
骨盆骨折	gpgz/
骨纤维异常增殖症	gxwyczzz/
骨软骨瘤	grgl/
肱骨小头骨折	ggxtgz/
骨干续连症	ggxlz/
骨与关节结核	gygjjh/
骨肿瘤	gzl/
股骨大粗隆结核	ggdcljh/
肱骨远端全骺分离	ggydqhfl/
肱骨内上髁骨折	ggnskgz/
骨包囊虫病	gbncb/
股骨头骨骺骨软骨病	ggtghgrgb/
骨样骨瘤	gygl/
骨髓炎	gsy/
肱骨外上髁炎	ggwsky/
腘肌腱损伤	gjjss/
跟腱前囊炎	gjqny/
骨与关节梅毒	gygjmd/
骨外软骨肉瘤	gwrgrl/
骨旁骨肉瘤	gpgrl/
骨膜性软骨肉瘤	gmxrgrl/
骨的原发性淋巴瘤	gdyfxlbl/
骨雅司病	gysb/
股骨髁骨折	ggkgz/
跟骨骨髓炎	gggsy/
高弓足	ggz/
股骨颈骨折	ggjgz/
肱骨外科颈骨折	ggwkjgz/
股骨头坏死	ggths/
肱骨内上髁炎	ggnsky/
股后肌劳损	ghjls/
跟腱后滑囊炎	gjhhny/
跟骨骨刺综合征	gggczhz/
颌骨骨折	hggz/
喙突胸小肌综合征	htxxjzhz/
寰枢椎旋转脱位固定	hszxztwgd/
寰枢关节脱位	hsgjtw/
化脓性关节炎	hnxgjy/
颌骨造釉细胞瘤	hgzyxbl/
踝部骨折	hbgz/
踝关节扭伤	hgjns/
滑囊炎	hny/
滑膜肉瘤	hmrl/
横纹肌肉瘤	hwjrl/
褐黄病性关节炎	hhbxgjy/
颌面部骨巨细胞瘤	hmbgjxbl/
踝扭伤	hns/
间充质软骨肉瘤	jczrgrl/
假痛风性关节炎	jtfxgjy/
距骨骨折	jggz/
局限性骨脓肿	jxxgnz/
颈肋综合征	jlzhz/
肩-手综合征	j_szhz/
脊椎椎弓峡部裂	jzzgxbl/
脊椎结核后突畸形	jzjhhtjx/
脊椎结核并发截瘫	jzjhbfjt/
脊柱侧凸	jzct/
脊柱、脊髓损伤	jz_jsss/
脊髓空洞症	jskdz/
急性血源性骨髓炎	jxxyxgsy/
畸形性骨炎	jxxgy/
肌萎缩侧索硬化症	jwscsyhz/
急性腰扭伤	jxyns/
肩关节脱位	jgjtw/
脊椎结核寒性脓肿穿入空腔脏器	jzjhhxnzcrkqzq/
脊髓肿瘤	jszl/
距骨后外结节骨折	jghwjjgz/
肌张力异常	jzlyc/
痉挛性斜颈	jlxxj/
肌腱炎和腱鞘炎	jjyhjqy/
脊髓灰质炎	jshzy/
胫骨髁骨折	jgkgz/
胫骨内髁骨软骨病	jgnkgrgb/
胫骨结节骨软骨病	jgjjgrgb/
胫腓骨干骨折	jfgggz/
进行性脊髓性肌萎缩症	jxxjsxjwsz/
进行性骨干发育不全	jxxggfybq/
甲状旁腺骨营养不良	jzpxgyybl/
脊椎结核并发窦道	jzjhbfdd/
脊椎骨髓炎	jzgsy/
肌萎缩性侧索硬化	jwsxcsyh/
胫腓骨骨折	jfggz/
僵鉧	jm/
胫后神经痛	jhsjt/
眶底骨折	kdgz/
髋关节脱位	kgjtw/
髋关节结核	kgjjh/
肋锁综合征	lszhz/
梨状肌综合征	lzjzhz/
Maffucci综合征	maffuccizhz/
慢性化脓性骨髓炎	mxhnxgsy/
难产	nc/
颞骨骨折	nggz/
颞下颌关节脱位	nxhgjtw/
颞下颌关节强直	nxhgjqz/
颧骨骨折	qggz/
缺血性坏死	qxxhs/
屈肌腱损伤	qjjss/
前斜角肌综合征	qxjjzhz/
桡骨小头骨骺分离	rgxtghfl/
桡骨下端骨折	rgxdgz/
桡骨颈骨折	rgjgz/
桡骨、尺骨茎突骨折	rg_cgjtgz/
桡骨小头半脱位	rgxtbtw/
软骨肉瘤	rgrl/
软骨瘤	rgl/
软骨发育异常	rgfyyc/
软骨发育不全	rgfybq/
桡骨小头骨折	rgxtgz/
桡骨远端骨折	rgydgz/
松毛虫性骨关节病	smcxggjb/
锁骨骨折	sggz/
枢椎齿状突骨折	szcztgz/
神经性关节病	sjxgjb/
神经卡压综合征	sjkyzhz/
伸指肌腱损伤	szjjss/
少年性椎体骨软骨病	snxztgrgb/
色素绒毛结节性滑膜炎	ssrmjjxhmy/
同型胱氨酸尿症	txgasnz/
退变性关节病	tbxgjb/
听小骨创伤	txgcs/
特发性脊柱侧凸	tfxjzct/
透明细胞软骨肉瘤	tmxbrgrl/
维生素D缺乏性佝偻病	wssdqfxglb/
无脊髓损伤的颈椎骨折脱位	wjsssdjzgztw/
腕舟骨骨折	wzggz/
腕管综合征	wgzhz/
腕关节结核	wgjjh/
斜颈	xj/
先天性肘关节融合	xtxzgjrh/
先天性仰趾外翻足	xtxyzwfz/
先天性锁骨假关节	xtxsgjgj/
先天性马蹄内翻足	xtxmtnfz/
先天性髋脱位	xtxktw/
先天性髋内翻	xtxknf/
先天性胫骨假关节	xtxjgjgj/
先天性脊柱侧凸	xtxjzct/
先天性肌性斜颈	xtxjxxj/
先天性高肩胛症	xtxgjjz/
先天性尺桡骨融合	xtxcrgrh/
颈椎双侧关节突关节脱位	jzscgjtgjtw/
习惯性髌骨脱位	xgxbgtw/
膝关节结核	xgjjh/
先天性桡骨缺如	xtxrgqr/
胸椎结核椎旁脓肿穿入胸腔	xzjhzpnzcrxq/
先天性颅锁骨发育不全	xtxlsgfybq/
下背部痛	xbbt/
纤维肌痛症	xwjtz/
先天性椎体畸形	xtxztjx/
先天性外展性髋挛缩	xtxwzxkls/
先天性胫骨缺如	xtxjgqr/
先天性颈椎齿状突畸形	xtxjzcztjx/
先天性桡骨小头脱位	xtxrgxttw/
先天性多发性关节挛缩症	xtxdfxgjlsz/
先天性垂直距骨	xtxczjg/
系统性红斑狼疮性关节炎	xtxhblcxgjy/
膝关节创伤性滑膜炎	xgjcsxhmy/
膝关节半月板损伤	xgjbybss/
先天性肩关节脱位	xtxjgjtw/
旋转带肌腱炎	xzdjjy/
腰肌劳损	yjls/
月状骨骨软骨病	yzggrgb/
月骨脱位	ygtw/
腰部慢性劳损	ybmxls/
眼眶击出性骨折	ykjcxgz/
眼眶骨折	ykgz/
坐骨神经痛	zgsjt/
跖骨疲劳性骨折	zgplxgz/
灼性神经痛	zxsjt/
椎管内结核肉芽肿	zgnjhryz/
肘关节结核	zgjjh/
跖骨、趾骨骨折	zg_zggz/
掌指关节脱位	zzgjtw/
肘关节脱位	zgjtw/
肢骨纹状肥大	zgwzfd/
椎弓结核	zgjh/
趾间神经痛	zjsjt/
肘关节骨化肌炎	zgjghjy/
肘关节强直	zgjqz/
肘外翻	zwf/
足舟状骨骨软骨病	zzzggrgb/
姿态性腰腿痛	ztxytt/
周围性软骨肉瘤	zwxrgrl/
致密性髂骨炎	zmxqgy/
跖趾关节痛	zzgjt/
闭合性脑外伤	bhxnws/
鼻窦创伤	bdcs/
鼻疖	bj_2006/
鼻窦气压性创伤	bdqyxcs/
爆震性耳聋	bzxel/
创伤性溃疡	csxky/
尺神经损伤	csjss/
创伤性鼻中隔穿孔	csxbzgck/
创伤性鼻出血	csxbcx/
电击伤	djs_2015/
非冻结性冷伤	fdjxls/
腹部创伤	fbcs/
鼓膜外伤	gmws_2020/
喉部创伤	hbcs/
急性失血所致贫血	jxsxszpx/
急性单纯外伤性腰腿痛	jxdcwsxytt/
晶体脱位	jttw/
开放性脑外伤	kfxnws/
开放性手外伤	kfxsws/
慢性单纯外伤性腰腿痛	mxdcwsxytt/
脓性指头炎	nxzty/
气压创伤性中耳炎	qycsxzey/
强酸类中毒	qslzd/
梭状芽胞杆菌伤口感染	szybgjskgr/
头皮感染	tpgr/
头外伤	tws/
血胸	xx/
咽部机械性创伤	ybjxxcs/
腰腿痛	ytt/
咽喉部外伤	yhbws/
冻僵	dj/
电烧伤	dss/
化学烧伤	hxss/
热烧伤	rss/
应激性溃疡	yjxky/
烧伤感染	ssgr/
烧伤	ss/
烧伤休克	ssxk/
头皮及颅骨烧伤	tpjlgss/
小儿烧伤	xess/
咽喉烧伤及化学伤	yhssjhxs/
咽部灼伤	ybzs/
眼烧伤	yss/
鸡眼	jy/
疖	j/
皮肤囊肿	pfnz/
色素痣	ssz_2079/
痈	y/
鼻血管瘤	bxgl/
急性动脉栓塞	jxdmss/
脑动静脉畸形	ndjmjx/
四肢血管损伤	szxgss/
血管网织细胞瘤	xgwzxbl/
血管肉瘤	xgrl/
下肢深静脉血栓形成	xzsjmxsxc/
血管活性肠肽瘤	xghxctl/
拇指再造	mzzz/
柏哲病	bzb/
产褥期乳腺炎	crqrxy/
急性化脓性乳腺炎	jxhnxrxy/
乳腺囊性增生症	rxnxzsz/
乳房纤维腺瘤	rfxwxl/
乳腺结核	rxjh/
鼻咽癌	bya/
鼻咽肉瘤	byrl/
鼻咽血管纤维瘤	byxgxwl/
成纤维性纤维瘤	cxwxxwl/
单发性骨软骨瘤	dfxgrgl/
多发性遗传性骨软骨瘤	dfxycxgrgl/
多发性软骨瘤	dfxrgl/
